train_accuracy,train_loss,val_accuracy,val_loss
0.4191105769230769,1.5680704361353166,0.5510817307692307,1.2143596089803255
0.5724759615384616,1.1906304290661445,0.640625,0.9978231214559995
0.6333133012820513,1.025089392142418,0.6919070512820513,0.879405467173992
0.6732171474358974,0.9223810232602633,0.7206530448717948,0.8023001100772467
0.6993389423076923,0.8558301247083224,0.7298677884615384,0.7816431163213192
0.7168870192307693,0.807842668508872,0.7405849358974359,0.7413700123627981
0.7274038461538461,0.7749297776283361,0.7504006410256411,0.7218125974520658
0.7371995192307692,0.7524743223801638,0.7563100961538461,0.6893777327659802
0.7459134615384615,0.7278013374560919,0.7595152243589743,0.6836070452745144
0.7517427884615384,0.7102303576775086,0.7630208333333334,0.6776497918061721
0.7561097756410257,0.7010017453860014,0.778145032051282,0.6431655692748535
0.7627003205128206,0.6823043750646787,0.778145032051282,0.6368780266015958
0.7671674679487179,0.6714222878981859,0.7790464743589743,0.6477093429137499
0.7712339743589743,0.6603643281337542,0.7722355769230769,0.6470191730902746
0.7734975961538462,0.6522362028176968,0.7819511217948718,0.6311080608612452
0.7771033653846153,0.6407125549438673,0.784354967948718,0.6253055708530622
0.7811899038461538,0.6341984210870205,0.7807491987179487,0.6328526983658472
0.78203125,0.627504739470971,0.7935697115384616,0.5989375683741692
0.7861378205128206,0.6155415765750103,0.7720352564102564,0.6517659318752778
0.7859775641025641,0.6154667076392052,0.7910657051282052,0.606020354689696
0.78671875,0.6132997826123849,0.7982772435897436,0.5903201756569055
0.7915264423076923,0.5994353142304298,0.7977764423076923,0.5903921238122842
0.7920673076923077,0.6014572174885334,0.8018830128205128,0.5827595778764822
0.7945713141025641,0.5940657437611849,0.7900641025641025,0.6010816173675733
0.7933293269230769,0.5952225325199274,0.7954727564102564,0.5981149161473299
0.7945112179487179,0.5896535913149515,0.7970753205128205,0.5866579046616187
0.7979366987179487,0.5844140168948051,0.7977764423076923,0.584681205260448
0.8008814102564102,0.5768694694989767,0.7966746794871795,0.5876379563258245
0.8000600961538461,0.5754942150452198,0.796073717948718,0.5934075132394449
0.8019831730769231,0.5690844564865797,0.8003806089743589,0.5866210334576093
0.8026041666666667,0.572572282797251,0.7998798076923077,0.5837993614184551
0.8049879807692307,0.5616099281188769,0.8009815705128205,0.5852989848607626
0.8023237179487179,0.5707866865090835,0.8018830128205128,0.5768908300460913
