train_accuracy,train_loss,val_accuracy,val_loss
0.4053285256410256,1.5968980361253788,0.5469751602564102,1.2574280561544957
0.5564703525641026,1.2252523937286475,0.6164863782051282,1.0726740536017296
0.6204727564102565,1.0673475505449832,0.6736778846153846,0.93061669361897
0.6603565705128205,0.960492694683564,0.69140625,0.888114204009374
0.6819511217948718,0.8977224530317844,0.7111378205128205,0.822722906867663
0.7001802884615385,0.8510727040278606,0.72265625,0.8028485851410108
0.7111378205128205,0.8138985494772594,0.7379807692307693,0.7613639174363552
0.7256009615384615,0.7848003505132137,0.7393830128205128,0.7496111263067294
0.7341145833333333,0.7608703332069593,0.7484975961538461,0.734413797656695
0.7403645833333333,0.743897483134881,0.7631209935897436,0.7025986397877718
0.7487580128205128,0.722954726830507,0.7558092948717948,0.7044452279806137
0.7532451923076923,0.7089945280399078,0.7607171474358975,0.6942560432048944
0.7582932692307692,0.6985912910638712,0.7663261217948718,0.6782490221353678
0.7616586538461538,0.6830681936098979,0.7710336538461539,0.6578337588371375
0.7611778846153846,0.6798282336730224,0.7675280448717948,0.6697186476145035
0.76796875,0.6700576691291271,0.7740384615384616,0.6647147631798035
0.7698517628205128,0.6649728273734068,0.7795472756410257,0.6382472828412667
0.7738982371794871,0.6507469034347779,0.7778445512820513,0.6415417813337766
0.7754407051282052,0.6497189705188458,0.7739383012820513,0.6470453185148728
0.7790464743589743,0.6391385153318063,0.7736378205128205,0.6493713916876377
0.7776041666666667,0.6365067567580786,0.7818509615384616,0.6255578142710221
0.7800480769230769,0.6313988031485142,0.7910657051282052,0.6148287749443299
0.7796875,0.6277610817780861,0.7862580128205128,0.621780480329807
0.784354967948718,0.6244764395249196,0.7934695512820513,0.6062169713087571
0.7854567307692307,0.6158316544997386,0.793770032051282,0.6047446521428915
0.7858173076923077,0.615560763157331,0.7916666666666666,0.6090891464398458
0.7864583333333334,0.6157081946348533,0.7917668269230769,0.6136761032618009
0.7913661858974359,0.6076636785115951,0.7857572115384616,0.6209243390804682
0.7925080128205129,0.6002035277012067,0.7949719551282052,0.5891550309382952
0.7923477564102565,0.6012647467545974,0.7930689102564102,0.5991910917636676
0.7929887820512821,0.6000395171917402,0.7966746794871795,0.603278982715729
0.7939703525641025,0.5957728304924109,0.7954727564102564,0.5929905844804568
0.7931891025641026,0.595511288749866,0.7940705128205128,0.5986461406334852
0.7936097756410256,0.5927484612434338,0.7873597756410257,0.6172952231688377
0.7970753205128205,0.587045799768888,0.7938701923076923,0.5953550663514015
0.7971153846153847,0.5810734807680815,0.7933693910256411,0.5946705624079093
0.7985777243589743,0.576783385185095,0.7945713141025641,0.5961475972181711
0.7991786858974359,0.5756150059210948,0.7932692307692307,0.6027756402125726
0.8002403846153846,0.5762271327085984,0.7963741987179487,0.5983378772552197
0.7986378205128205,0.5758888820807139,0.8002804487179487,0.5811635450674937
0.8012419871794871,0.5752802280279307,0.7909655448717948,0.6009675642618766
0.8013221153846154,0.5774524023899665,0.8057892628205128,0.569678389109098
0.8017427884615385,0.5703097359492229,0.7959735576923077,0.597819094092418
0.8048677884615385,0.5657924702534309,0.8020833333333334,0.5777391359592096
0.8013421474358975,0.5688345866325574,0.8012820512820513,0.5891663470329382
0.8047475961538462,0.5635629646289043,0.7973758012820513,0.5853481900233489
0.8068108974358974,0.5637914332059714,0.8107972756410257,0.5582399666309357
0.8070913461538461,0.559027575988036,0.8046875,0.5787388143631128
0.8053285256410256,0.5628837628242297,0.8016826923076923,0.5830918206618383
0.8084935897435898,0.5609394810902767,0.8012820512820513,0.5755948512217938
0.8073317307692308,0.5548862459567877,0.7994791666666666,0.5811894448139728
0.8097155448717949,0.5516721213475252,0.8064903846153846,0.5700319485786633
0.8069511217948718,0.5533206331424224,0.8032852564102564,0.5766484916974337
0.8073116987179487,0.5545417181956462,0.7982772435897436,0.5838799828138107
0.8072315705128205,0.5582075111376934,0.8059895833333334,0.5651447708025957
0.8076722756410256,0.5541086750916946,0.8076923076923077,0.5642115064920523
0.8100761217948718,0.5510395483328746,0.803886217948718,0.576160477140011
0.8087740384615385,0.5516976304543324,0.7952724358974359,0.5834769174838678
0.8094350961538461,0.5453090076263134,0.8024839743589743,0.5805536768375299
0.8102564102564103,0.5505530807452325,0.8067908653846154,0.5741153328846662
0.8100560897435898,0.5487776659238033,0.8013822115384616,0.5703726208362824
0.8106971153846154,0.5461728942699922,0.8037860576923077,0.5701280045203674
0.8083533653846153,0.547037132198994,0.8060897435897436,0.5721540447228994
0.8118990384615384,0.5429940601954093,0.8072916666666666,0.5632955443400604
0.8121394230769231,0.5410585927657592,0.8031850961538461,0.5665450417078458
0.8120793269230769,0.5427270041062282,0.8024839743589743,0.5757198891578577
0.8117588141025641,0.5439925979345273,0.8079927884615384,0.5637531532691076
0.8138221153846154,0.5385185193557006,0.8079927884615384,0.5639792355971459
0.8124799679487179,0.5418183082953477,0.8117988782051282,0.5532813672071848
0.8166065705128205,0.5350483266206888,0.8090945512820513,0.5625283603484814
0.8113982371794872,0.5426256162233841,0.8037860576923077,0.5696911773620508
0.8154246794871794,0.5327122650085352,0.8101963141025641,0.5630553028522394
0.8140424679487179,0.5343814546481157,0.8135016025641025,0.5550549691304182
0.8155248397435897,0.5334556939510199,0.8082932692307693,0.5621498632125366
0.8158653846153846,0.5294970027911358,0.807792467948718,0.5613006754563405
0.8136618589743589,0.5341803076939705,0.8119991987179487,0.5607807303850467
0.8148637820512821,0.5360080855014997,0.8034855769230769,0.5688658872475991
0.8130809294871795,0.5386283332720782,0.8089943910256411,0.554423240514902
0.8165665064102564,0.5310905442023889,0.8072916666666666,0.5656970708798139
0.8149839743589744,0.5340377065615777,0.8088942307692307,0.5643184761970471
0.8162259615384615,0.5292347186650985,0.8043870192307693,0.5705540035015497
